x1,x2,x3,x4,x5,x6,x7,x8,x9,x10,x11,x12,x13,x14,x15,x16,x17,x18,x19,x20,x21,x22,x23,x24
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
61.54445571046564,58.055286698394006,55.232272934921525,54.089437912373405,54.13701120094373,55.9222172978126,60.0901243346884,64.98039374716548,69.99455163594578,73.38650096693743,72.86725486421984,76.04318924960533,79.22752276495368,85.53692304896313,91.09843753485065,96.63476902132385,100.0,99.570389492806,96.93011210856794,93.5027737597716,90.61107306511317,84.61982126733652,77.0902325854197,68.01781989272406
55.390010139419076,52.2497580285546,49.70904564142937,48.680494121136064,48.72331008084936,50.32999556803134,54.08111190121956,58.48235437244893,62.99509647235121,66.04785087024369,65.58052937779786,68.4388703246448,71.3047704884583,76.98323074406682,81.98859378136558,86.97129211919146,90.0,89.6133505435254,87.23710089771114,84.15249638379444,81.54996575860186,76.15783914060286,69.38120932687772,61.21603790345166
73.85334685255877,69.66634403807281,66.27872752190582,64.90732549484808,64.96441344113248,67.10666075737512,72.10814920162608,77.97647249659857,83.99346196313495,88.06380116032491,87.44070583706382,91.25182709952641,95.07302731794441,102.64430765875576,109.31812504182076,115.96172282558861,120.0,119.4844673913672,116.31613453028153,112.20332851172593,108.73328767813581,101.54378552080382,92.50827910250364,81.62138387126888
36.926673426279386,34.833172019036404,33.13936376095291,32.45366274742404,32.48220672056624,33.55333037868756,36.05407460081304,38.98823624829929,41.996730981567474,44.03190058016246,43.72035291853191,45.625913549763204,47.536513658972204,51.32215382937788,54.65906252091038,57.980861412794304,60.0,59.7422336956836,58.158067265140765,56.101664255862964,54.366643839067905,50.77189276040191,46.25413955125182,40.81069193563444
36.926673426279386,34.833172019036404,33.13936376095291,32.45366274742404,32.48220672056624,33.55333037868756,36.05407460081304,38.98823624829929,41.996730981567474,44.03190058016246,43.72035291853191,45.625913549763204,47.536513658972204,51.32215382937788,54.65906252091038,57.980861412794304,60.0,59.7422336956836,58.158067265140765,56.101664255862964,54.366643839067905,50.77189276040191,46.25413955125182,40.81069193563444
123.08891142093128,116.11057339678801,110.46454586984305,108.17887582474681,108.27402240188746,111.8444345956252,120.1802486693768,129.96078749433096,139.98910327189157,146.77300193387487,145.7345097284397,152.08637849921067,158.45504552990735,171.07384609792626,182.1968750697013,193.2695380426477,200.0,199.140778985612,193.86022421713588,187.0055475195432,181.22214613022635,169.23964253467304,154.1804651708394,136.03563978544813
123.08891142093128,116.11057339678801,110.46454586984305,108.17887582474681,108.27402240188746,111.8444345956252,120.1802486693768,129.96078749433096,139.98910327189157,146.77300193387487,145.7345097284397,152.08637849921067,158.45504552990735,171.07384609792626,182.1968750697013,193.2695380426477,200.0,199.140778985612,193.86022421713588,187.0055475195432,181.22214613022635,169.23964253467304,154.1804651708394,136.03563978544813
36.926673426279386,34.833172019036404,33.13936376095291,32.45366274742404,32.48220672056624,33.55333037868756,36.05407460081304,38.98823624829929,41.996730981567474,44.03190058016246,43.72035291853191,45.625913549763204,47.536513658972204,51.32215382937788,54.65906252091038,57.980861412794304,60.0,59.7422336956836,58.158067265140765,56.101664255862964,54.366643839067905,50.77189276040191,46.25413955125182,40.81069193563444
36.926673426279386,34.833172019036404,33.13936376095291,32.45366274742404,32.48220672056624,33.55333037868756,36.05407460081304,38.98823624829929,41.996730981567474,44.03190058016246,43.72035291853191,45.625913549763204,47.536513658972204,51.32215382937788,54.65906252091038,57.980861412794304,60.0,59.7422336956836,58.158067265140765,56.101664255862964,54.366643839067905,50.77189276040191,46.25413955125182,40.81069193563444
27.695005069709538,26.1248790142773,24.854522820714685,24.340247060568032,24.36165504042468,25.16499778401567,27.04055595060978,29.241177186224466,31.497548236175604,33.023925435121846,32.79026468889893,34.2194351623224,35.65238524422915,38.49161537203341,40.99429689068279,43.48564605959573,45.0,44.8066752717627,43.61855044885557,42.07624819189722,40.77498287930093,38.07891957030143,34.69060466343886,30.60801895172583
